房屋编号,城市,区,方位,房屋名,大小,租赁方式,朝向,月租,计费方式,几室,几厅,几卫,入住,租期,看房,所在楼层,总楼层,电梯,车位,用水,用电,燃气,供暖
TJ2313396911610544128,天津,东丽,新立街,万科金域华府,6㎡,合租,北,790元/月,季付价,4室,1厅,1卫,随时入住,1年,随时可看,12,15层,NULL,租用车位,NULL,NULL,NULL,NULL
TJ2312336260686938112,天津,河西,小海地,兰江新苑,55㎡,整租,东北,1600元/月,NULL,1室,1厅,1卫,2019/8/21,NULL,需提前预约,高楼层,32层,有,NULL,民水,民电,有,集中供暖
TJ2313643602871320576,天津,东丽,新立街,万科金域华府,13㎡,合租,南,990元/月,季付价,4室,1厅,1卫,随时入住,1年,随时可看,9,15层,NULL,租用车位,NULL,NULL,NULL,NULL
TJ2133109353325273088,天津,河东,真理道,临营东里,42㎡,整租,南,1200元/月,季付价,1室,1厅,1卫,随时入住,1年以内,需提前预约,中楼层,6层,无,NULL,民水,民电,有,集中供暖
TJ1895429661761216512,天津,东丽,华明镇,宝能城,90㎡,整租,南/北,800元/月,NULL,2室,2厅,1卫,随时入住,NULL,需提前预约,中楼层,16层,有,NULL,民水,民电,有,集中供暖
TJ2259813667006849024,天津,滨海新区,大港,开元里,61㎡,整租,南/北,1000元/月,NULL,3室,1厅,1卫,随时入住,NULL,需提前预约,高楼层,4层,无,NULL,民水,民电,有,集中供暖
TJ2313662165795741696,天津,东丽,新立街,万科金域华府,13㎡,合租,北,930元/月,季付价,3室,1厅,1卫,随时入住,1年,随时可看,10,15层,NULL,租用车位,NULL,NULL,NULL,NULL
TJ2313684589475790848,天津,东丽,新立街,万科金域华府,6㎡,合租,北,790元/月,季付价,4室,1厅,1卫,随时入住,1年,随时可看,15,15层,NULL,租用车位,NULL,NULL,NULL,NULL
TJ2313809533212311552,天津,东丽,新立街,万科金域华府,12㎡,合租,南,1060元/月,季付价,4室,1厅,1卫,随时入住,1年,随时可看,7,15层,有,租用车位,民水,民电,有,NULL
TJ2313643716118069248,天津,东丽,新立街,万科金域华府,13㎡,合租,南,1030元/月,季付价,3室,1厅,1卫,随时入住,1年,随时可看,4,15层,NULL,租用车位,NULL,NULL,NULL,NULL
TJ2297729010568282112,天津,开发区,第三大街,朗月轩,60㎡,整租,西/北,2200元/月,NULL,1室,1厅,1卫,随时入住,NULL,需提前预约,中楼层,32层,有,NULL,民水,民电,有,集中供暖
TJ2313812052370014208,天津,东丽,新立街,万科金域华府,13㎡,合租,南,1090元/月,季付价,4室,1厅,1卫,随时入住,1年,随时可看,7,15层,有,租用车位,民水,民电,有,NULL
TJ2252629778064474112,天津,滨海新区,大港,海明园西区,99㎡,整租,南/北,800元/月,NULL,2室,1厅,1卫,随时入住,NULL,需提前预约,中楼层,17层,有,NULL,民水,民电,有,集中供暖
TJ2308582227149332480,天津,塘沽,大沽街,远景庄园,12㎡,合租,南,890元/月,季付价,3室,1厅,1卫,随时入住,3个月以上,随时可看,2,4层,无,NULL,民水,民电,有,集中供暖
TJ2262783115439112192,天津,滨海新区,大港,桃园小区,57㎡,整租,南/北,800元/月,NULL,2室,1厅,1卫,随时入住,NULL,需提前预约,未知,4层,无,NULL,民水,民电,有,集中供暖
TJ2292663323437056000,天津,河西,桃园街,信德里,15㎡,整租,北,1000元/月,NULL,1室,1厅,NULL,随时入住,NULL,需提前预约,中楼层,4层,有,NULL,民水,民电,有,集中供暖
TJ2212124330878304256,天津,东丽,东丽湖,天津华侨城,89㎡,整租,南/北,800元/月,季付价,2室,1厅,1卫,随时入住,1年以内,需提前预约,未知,11层,无,NULL,民水,民电,有,集中供暖
TJ2298469773492617216,天津,塘沽,新村街,爱民里,44㎡,整租,南/西,1300元/月,NULL,1室,1厅,1卫,随时入住,NULL,一般下班后可看,中楼层,8层,无,NULL,民水,民电,有,集中供暖
TJ2291918849005854720,天津,津南,咸水沽,照明南里,78㎡,整租,南/北,900元/月,NULL,2室,1厅,1卫,随时入住,NULL,需提前预约,高楼层,6层,无,NULL,NULL,NULL,有,集中供暖
TJ2310529707054989312,天津,河西,天塔街,气象南里,14㎡,合租,南,1360元/月,季付价,3室,1厅,1卫,随时入住,1年,随时可看,4,6层,NULL,NULL,NULL,NULL,NULL,NULL
TJ2276023210200014848,天津,和平,南营门街,继贤里大楼,28㎡,整租,东南,1200元/月,NULL,1室,NULL,NULL,随时入住,NULL,需提前预约,高楼层,6层,无,NULL,民水,民电,有,集中供暖
TJ2305076568676114432,天津,河东,大王庄,丰盈里,15㎡,合租,南,1150元/月,月付价,5室,1厅,1卫,随时入住,10个月,随时可看,6,6层,无,NULL,民水,民电,有,NULL
TJ2252863511485497344,天津,塘沽,新村街,崇安里,41㎡,整租,南,1200元/月,季付价,1室,1厅,1卫,随时入住,1年以内,需提前预约,高楼层,6层,无,NULL,民水,民电,有,集中供暖
TJ2295420381315735552,天津,河东,唐家口,新东方家园,20㎡,合租,南,1150元/月,月付价,4室,1厅,2卫,随时入住,10个月,随时可看,4,9层,有,NULL,民水,民电,有,NULL
TJ2297799400233648128,天津,武清,静湖,紫韵枫尚,90㎡,整租,南/北,900元/月,半年付价,2室,1厅,1卫,随时入住,1年以内,一般下班后可看,中楼层,16层,有,NULL,民水,民电,有,集中供暖
TJ2225174290557845504,天津,开发区,第五大街,德圣公馆,57㎡,整租,东,2000元/月,NULL,1室,1厅,1卫,随时入住,NULL,需提前预约,高楼层,6层,有,NULL,民水,民电,无,集中供暖
TJ2313651545398312960,天津,河北,王串场,盛宇里,40㎡,整租,南,1300元/月,NULL,1室,1厅,1卫,随时入住,NULL,需提前预约,高楼层,7层,无,NULL,民水,民电,有,集中供暖
TJ2305508863425642496,天津,南开,王顶堤,迎水东里,38㎡,整租,南,1300元/月,NULL,1室,1厅,1卫,随时入住,NULL,需提前预约,高楼层,6层,无,NULL,民水,民电,有,集中供暖
TJ2290429861237628928,天津,塘沽,杭州道,泰祥里,67㎡,整租,南/西/北,1400元/月,NULL,2室,1厅,1卫,随时入住,NULL,需提前预约,高楼层,6层,无,NULL,民水,民电,有,集中供暖
TJ2150600495054725120,天津,北辰,宜兴埠,淮盛园,9㎡,合租,北,990元/月,季付价,3室,1厅,1卫,随时入住,1~12个月,随时可看,16,18层,有,免费使用,民水,民电,有,集中供暖
TJ2235955774616502272,天津,滨海新区,大港,创业北里,66㎡,整租,南/北,900元/月,NULL,2室,1厅,1卫,随时入住,NULL,需提前预约,高楼层,5层,无,NULL,民水,民电,有,集中供暖
TJ2313543243863687168,天津,河北,宁园,竞园里,12㎡,合租,北,1050元/月,季付价,3室,1厅,1卫,随时入住,1~3年,随时可看,5,6层,无,NULL,民水,民电,有,集中供暖
TJ2246861235591593984,天津,河西,友谊路,三轻楼,25㎡,整租,东/西,1500元/月,NULL,1室,1厅,1卫,随时入住,NULL,需提前预约,高楼层,5层,无,NULL,民水,民电,有,集中供暖
TJ2313543243494588416,天津,河北,宁园,竞园里,13㎡,合租,南,1100元/月,季付价,3室,1厅,1卫,随时入住,1~3年,随时可看,5,6层,无,NULL,民水,民电,有,集中供暖
TJ2268389039277621248,天津,和平,劝业场,天合里,16㎡,整租,东南,1200元/月,季付价,1室,NULL,NULL,随时入住,1年以内,需提前预约,低楼层,1层,无,NULL,NULL,NULL,NULL,NULL
TJ2313542595223232512,天津,河北,宁园,竞园里,15㎡,合租,南,1150元/月,季付价,3室,1厅,1卫,随时入住,1~3年,随时可看,5,6层,无,NULL,民水,民电,有,集中供暖
TJ2299921186924273664,天津,塘沽,胡家园,滨慧花园（远洋城3期）,90㎡,整租,南/北,1500元/月,NULL,2室,1厅,1卫,随时入住,NULL,需提前预约,高楼层,34层,有,NULL,民水,民电,有,集中供暖
TJ2313518815364775936,天津,和平,劝业场,乐余里,15㎡,合租,南,1000元/月,月付价,4室,1厅,1卫,随时入住,2~10个月,随时可看,4,6层,无,免费使用,民水,民电,有,集中供暖
TJ2291205739210866688,天津,开发区,第一大街,津滨滨海国际1期,65㎡,整租,南,2300元/月,季付价,1室,1厅,1卫,随时入住,1年以内,需提前预约,高楼层,18层,有,NULL,民水,民电,有,集中供暖
TJ2310719539987890176,天津,西青,中北镇,溪景苑,15㎡,合租,南,650元/月,月付价,4室,1厅,1卫,随时入住,1个月以上,随时可看,6,6层,无,免费使用,民水,民电,有,集中供暖
TJ2292445027940433920,天津,红桥,芥园道,新竹里,12㎡,合租,南,700元/月,月付价,3室,1厅,1卫,随时入住,1~12个月,随时可看,2,7层,无,NULL,民水,民电,有,NULL
TJ2299713898699563008,天津,宝坻,宝坻,核工业二四七大队,63㎡,整租,南/北,900元/月,NULL,2室,1厅,1卫,随时入住,NULL,需提前预约,中楼层,5层,无,NULL,NULL,NULL,有,集中供暖
TJ2294876694886498304,天津,河北,建昌道,康桥里,18㎡,合租,南,850元/月,季付价,4室,1厅,1卫,随时入住,6个月,随时可看,6,6层,无,NULL,民水,民电,有,NULL
TJ2286933352244322304,天津,和平,南市,新福方里,51㎡,整租,东南,1900元/月,NULL,1室,1厅,1卫,随时入住,NULL,需提前预约,高楼层,7层,无,NULL,民水,民电,有,集中供暖
TJ2304035300143808512,天津,河东,春华街,春华里,20㎡,合租,南,1000元/月,季付价,4室,1厅,1卫,随时入住,1年,随时可看,5,6层,无,NULL,民水,民电,有,NULL
TJ2301343001831538688,天津,和平,劝业场,松月西里,30㎡,整租,东,1500元/月,NULL,1室,1厅,1卫,随时入住,NULL,需提前预约,低楼层,2层,无,NULL,NULL,NULL,无,自采暖
TJ2310196393484500992,天津,河东,唐家口,华馨公寓,23㎡,合租,南,980元/月,月付价,3室,1厅,1卫,随时入住,1年,随时可看,4,6层,无,NULL,民水,民电,有,NULL
TJ2164884940590948352,天津,滨海新区,大港,华幸小区,76㎡,整租,南,800元/月,NULL,2室,1厅,1卫,随时入住,NULL,需提前预约,高楼层,5层,无,NULL,民水,民电,有,集中供暖
TJ2299301368307130368,天津,塘沽,杭州道,车站北路348,67㎡,整租,南/北,1500元/月,NULL,2室,1厅,1卫,随时入住,NULL,需提前预约,高楼层,7层,无,NULL,民水,民电,有,集中供暖
TJ2109837400262836224,天津,武清,静湖,静湖花园东区,107㎡,整租,南/北,550元/月,NULL,2室,2厅,1卫,随时入住,NULL,需提前预约,未知,12层,有,NULL,民水,民电,有,集中供暖
TJ2305704564407943168,天津,开发区,第三大街,月荣轩,72㎡,整租,南,2200元/月,季付价,1室,1厅,1卫,随时入住,2年以内,需提前预约,低楼层,30层,有,NULL,民水,民电,有,集中供暖
TJ2303479472101801984,天津,河东,唐家口,唐口新村九段,22㎡,整租,南,900元/月,NULL,1室,NULL,NULL,随时入住,NULL,需提前预约,中楼层,4层,无,NULL,NULL,NULL,有,集中供暖
TJ2283299922654527488,天津,西青,中北镇,运通花园,15㎡,合租,北,800元/月,季付价,4室,1厅,1卫,随时入住,8~12个月,随时可看,18,24层,无,NULL,民水,民电,有,NULL
TJ2172278250234462208,天津,武清,下朱庄,自在城,121㎡,整租,南/北,800元/月,NULL,2室,2厅,2卫,随时入住,NULL,需提前预约,中楼层,8层,无,NULL,民水,民电,有,集中供暖
TJ1988315066050813952,天津,和平,劝业场,河南路,34㎡,整租,南,2000元/月,半年付价,1室,NULL,1卫,随时入住,2年以内,需提前预约,低楼层,6层,无,NULL,NULL,NULL,无,自采暖
TJ2232615420299583488,天津,和平,体育馆街,马场道,42㎡,整租,南,1500元/月,NULL,1室,1厅,1卫,随时入住,NULL,需提前预约,高楼层,6层,无,NULL,民水,民电,有,集中供暖
TJ2263653400065884160,天津,滨海新区,滨海其它,力高阳光海岸,51㎡,整租,南,300元/月,NULL,1室,1厅,1卫,随时入住,NULL,需提前预约,高楼层,32层,无,NULL,NULL,NULL,NULL,NULL
TJ2298536263042465792,天津,滨海新区,大港,双安里,37㎡,整租,南/北,950元/月,NULL,2室,1厅,1卫,随时入住,NULL,一般下班后可看,高楼层,3层,无,NULL,民水,民电,有,集中供暖
TJ2301112814653685760,天津,北辰,北仓镇,荣悦园,64㎡,整租,南/北,550元/月,NULL,1室,1厅,1卫,随时入住,NULL,需提前预约,中楼层,23层,无,NULL,NULL,NULL,有,集中供暖
TJ2100394358129311744,天津,东丽,华明镇,宝能城,134㎡,整租,南/北,1100元/月,季付价,3室,2厅,2卫,随时入住,1年以内,需提前预约,低楼层,14层,有,NULL,民水,民电,有,集中供暖
TJ2313814881788502016,天津,河北,铁东路,博德花园,9㎡,合租,西,1060元/月,季付价,4室,1厅,2卫,随时入住,1年,随时可看,2,7层,有,NULL,民水,民电,有,NULL
TJ2286282256467640320,天津,河东,富民路,郑庄子大街,29㎡,整租,南,1200元/月,NULL,1室,1厅,1卫,随时入住,NULL,需提前预约,高楼层,5层,无,NULL,NULL,NULL,有,集中供暖
TJ2313508900105887744,天津,河北,铁东路,博德花园,8㎡,合租,南,1160元/月,季付价,4室,1厅,2卫,随时入住,1年,随时可看,6,6层,NULL,NULL,NULL,NULL,NULL,NULL
TJ2273149903175950336,天津,滨海新区,大港,华福小区,71㎡,整租,南/北,700元/月,NULL,2室,1厅,1卫,随时入住,NULL,需提前预约,高楼层,4层,无,NULL,民水,民电,有,集中供暖
TJ2312295442425053184,天津,和平,新兴街,碧云里,52㎡,整租,南,2400元/月,NULL,1室,1厅,1卫,随时入住,NULL,需提前预约,高楼层,20层,有,NULL,民水,民电,有,集中供暖
TJ2310614846644953088,天津,河西,小海地,兰江新苑,55㎡,整租,西北,1800元/月,NULL,1室,1厅,1卫,随时入住,NULL,需提前预约,高楼层,26层,有,NULL,民水,民电,有,集中供暖
TJ2312050934500564992,天津,南开,王顶堤,美丽心殿,18㎡,合租,南,1255元/月,季付价,3室,1厅,1卫,随时入住,6个月以上,随时可看,4,6层,无,NULL,民水,民电,有,NULL
TJ2310560829806231552,天津,河东,二号桥街,怡然庭苑,10㎡,合租,北,990元/月,季付价,3室,1厅,1卫,随时入住,1年,随时可看,4,5层,NULL,NULL,NULL,NULL,NULL,NULL
TJ2312112321008238592,天津,西青,华苑,程华里,10㎡,合租,南,650元/月,月付价,5室,1厅,1卫,随时入住,7个月,随时可看,5,6层,无,免费使用,民水,民电,有,集中供暖
TJ2310225501476110336,天津,河东,春华街,巨福新园,19㎡,合租,南,999元/月,月付价,4室,1厅,2卫,随时入住,1年,随时可看,2,6层,无,NULL,民水,民电,有,NULL
TJ2297543438956511232,天津,河西,友谊路,文苑楼,33㎡,整租,西北,1500元/月,NULL,1室,1厅,1卫,随时入住,NULL,需提前预约,高楼层,7层,无,NULL,民水,民电,有,集中供暖
TJ2281175507427409920,天津,河西,陈塘庄,古芳里,30㎡,整租,西,1400元/月,NULL,1室,1厅,1卫,随时入住,NULL,需提前预约,高楼层,6层,无,NULL,民水,民电,有,集中供暖
TJ2232287901084303360,天津,河西,桃园街,长安里,38㎡,整租,南,1400元/月,NULL,1室,1厅,1卫,随时入住,NULL,需提前预约,高楼层,8层,无,NULL,民水,民电,有,集中供暖
TJ2298413822643814400,天津,开发区,第三大街,中盈小区,70㎡,整租,南,2200元/月,NULL,1室,1厅,1卫,随时入住,NULL,需提前预约,高楼层,6层,无,NULL,民水,民电,有,集中供暖
TJ2306941209652248576,天津,河西,陈塘庄,古芳里,10㎡,合租,东,900元/月,季付价,4室,1厅,1卫,随时入住,5~12个月,随时可看,4,7层,无,租用车位,民水,民电,有,集中供暖
TJ2313396981940363264,天津,河东,万新村,环秀东里,14㎡,合租,东,1230元/月,季付价,2室,1厅,1卫,随时入住,1年,随时可看,6,6层,NULL,NULL,NULL,NULL,NULL,NULL
TJ2310706156685246464,天津,红桥,铃铛阁,新春花苑,15㎡,合租,南,800元/月,月付价,3室,1厅,1卫,随时入住,1~12个月,随时可看,9,9层,有,NULL,民水,民电,有,集中供暖
TJ2040494506541334528,天津,武清,体育中心,北岸尚城,92㎡,整租,南/北,1000元/月,NULL,2室,1厅,1卫,随时入住,NULL,需提前预约,高楼层,5层,无,NULL,NULL,NULL,有,集中供暖
TJ2299307303087906816,天津,东丽,东丽湖,米兰东湖湾,43㎡,整租,南,800元/月,NULL,1室,NULL,1卫,随时入住,NULL,需提前预约,高楼层,4层,无,NULL,民水,民电,无,集中供暖
TJ2162016530945015808,天津,河西,马场街,宾水道,34㎡,整租,南,1300元/月,NULL,1室,1厅,1卫,随时入住,NULL,需提前预约,中楼层,6层,无,NULL,NULL,NULL,有,集中供暖
TJ2245335458333081600,天津,塘沽,新河街,四季风情（贻港新城）,100㎡,整租,南,1400元/月,NULL,2室,1厅,1卫,随时入住,NULL,需提前预约,低楼层,33层,有,NULL,民水,民电,有,集中供暖
TJ2306955186121752576,天津,河东,唐家口,金盾里,15㎡,合租,南,890元/月,季付价,4室,1厅,1卫,随时入住,1年,随时可看,5,6层,无,免费使用,NULL,NULL,有,集中供暖
TJ2117969162197540864,天津,滨海新区,中新生态城,宝龙城,12㎡,合租,北,650元/月,月付价,5室,NULL,2卫,随时入住,1~12个月,随时可看,1,18层,无,免费使用,NULL,NULL,有,集中供暖
TJ2304378030195752960,天津,河东,大王庄,丰盈里,17㎡,合租,南,1100元/月,月付价,3室,1厅,2卫,随时入住,10个月,随时可看,5,6层,无,免费使用,民水,民电,有,集中供暖
TJ2104199700654587904,天津,武清,武清其它,芳菲苑,121㎡,整租,南/北,500元/月,NULL,3室,2厅,1卫,随时入住,NULL,需提前预约,未知,5层,无,NULL,民水,民电,有,自采暖
TJ2205786147538608128,天津,滨海新区,大港,四化里,47㎡,整租,南/北,1000元/月,NULL,2室,1厅,1卫,随时入住,NULL,需提前预约,高楼层,2层,无,NULL,NULL,NULL,有,集中供暖
TJ2178967989482176512,天津,武清,中信广场,东旺楼,97㎡,整租,南/北,900元/月,NULL,3室,1厅,1卫,随时入住,NULL,需提前预约,低楼层,5层,无,NULL,民水,民电,无,集中供暖
TJ2222908170559561728,天津,开发区,第一大街,晓园新邸,78㎡,整租,南,2200元/月,季付价,2室,1厅,1卫,随时入住,1年以内,需提前预约,中楼层,6层,无,NULL,民水,民电,有,集中供暖
TJ2299881113864650752,天津,和平,体育馆街,诚基经贸中心,60㎡,整租,西,2100元/月,月付价,1室,1厅,1卫,随时入住,1~3年,随时可看,15,50层,有,NULL,民水,民电,有,NULL
TJ2311495716385587200,天津,南开,向阳路,乐园里,15㎡,合租,南,700元/月,月付价,3室,1厅,1卫,随时入住,1~12个月,随时可看,6,6层,无,NULL,民水,民电,有,集中供暖
TJ2311478385018683392,天津,河北,靖江路,靖辰南里,20㎡,合租,南,900元/月,月付价,3室,1厅,1卫,随时入住,3~12个月,随时可看,6,6层,无,NULL,民水,民电,有,集中供暖
TJ2273042185513607168,天津,塘沽,新河街,智造创想城,93㎡,整租,南/北,1300元/月,NULL,3室,1厅,1卫,随时入住,NULL,需提前预约,中楼层,10层,有,NULL,民水,民电,有,集中供暖
TJ2120753929091555328,天津,塘沽,新村街,福建里,84㎡,整租,南/北,1500元/月,NULL,2室,1厅,1卫,随时入住,NULL,需提前预约,未知,7层,无,NULL,民水,民电,有,集中供暖
TJ2299310921220096000,天津,宝坻,宝坻,城市艺墅,78㎡,整租,南/北,1200元/月,NULL,2室,1厅,1卫,随时入住,NULL,需提前预约,高楼层,6层,无,NULL,NULL,NULL,有,集中供暖
TJ2298405662927101952,天津,河东,富民路,天琴里,23㎡,整租,南,1200元/月,NULL,1室,1厅,1卫,随时入住,NULL,需提前预约,高楼层,7层,无,NULL,民水,民电,有,集中供暖
TJ2287386092238020608,天津,南开,长虹街,幸福北里,15㎡,合租,南,700元/月,月付价,4室,1厅,1卫,随时入住,1年以上,需提前预约,4,6层,无,NULL,民水,民电,有,NULL
TJ2311503146922819584,天津,红桥,铃铛阁,晓春里,20㎡,合租,西北,850元/月,月付价,3室,1厅,1卫,随时入住,1~12个月,随时可看,6,20层,无,免费使用,民水,民电,有,集中供暖
TJ2175972040933384192,天津,武清,武清其它,首创国际半岛梅诺卡小镇,87㎡,整租,南/北,600元/月,NULL,2室,1厅,1卫,随时入住,NULL,需提前预约,中楼层,18层,有,NULL,民水,民电,有,集中供暖
TJ2142656619576557568,天津,滨海新区,大港,华福小区,59㎡,整租,南,400元/月,NULL,2室,1厅,1卫,随时入住,NULL,需提前预约,高楼层,4层,无,NULL,民水,民电,有,集中供暖
TJ2313667797143519232,天津,南开,向阳路,乡宁里,39㎡,整租,西南,1600元/月,NULL,1室,1厅,1卫,随时入住,NULL,需提前预约,中楼层,6层,无,NULL,民水,民电,有,集中供暖
TJ2299284030522400768,天津,武清,体育中心,盛世颐园,88㎡,整租,南,750元/月,NULL,2室,2厅,1卫,随时入住,NULL,需提前预约,低楼层,24层,有,NULL,民水,民电,有,集中供暖
TJ2295362598872285184,天津,河东,常州道,倚营里,16㎡,合租,南,900元/月,月付价,3室,1厅,1卫,随时入住,10个月,随时可看,6,6层,无,免费使用,民水,民电,有,集中供暖
TJ2270271060626636800,天津,河西,梅江,郁江南里,26㎡,整租,南,1100元/月,NULL,1室,NULL,NULL,随时入住,NULL,一般下班后可看,低楼层,6层,无,NULL,民水,民电,有,集中供暖
TJ2290275328767303680,天津,河东,常州道,爱营里,15㎡,合租,南,1000元/月,月付价,3室,1厅,1卫,随时入住,1~12个月,随时可看,2,6层,无,NULL,民水,民电,有,NULL
TJ2292615686327115776,天津,开发区,第一大街,云锦蓝庭,20㎡,整租,南,2000元/月,NULL,1室,NULL,NULL,随时入住,NULL,需提前预约,低楼层,25层,有,NULL,民水,民电,有,集中供暖
TJ2301213079096270848,天津,河北,月牙河,锦江里,41㎡,整租,南,1200元/月,季付价,1室,1厅,1卫,随时入住,1年以内,需提前预约,高楼层,6层,无,NULL,民水,民电,有,集中供暖
TJ2299311128813248512,天津,塘沽,北塘街,水岸花园,88㎡,整租,南,1000元/月,NULL,2室,1厅,1卫,随时入住,NULL,需提前预约,低楼层,18层,有,NULL,民水,民电,有,集中供暖
TJ2299311117916176384,天津,津南,小站镇,津门熙湖,138㎡,整租,南/北,600元/月,NULL,3室,2厅,2卫,随时入住,NULL,需提前预约,低楼层,7层,无,NULL,民水,民电,有,集中供暖
TJ2283291052960399360,天津,和平,体育馆街,泰华里,24㎡,整租,西南,2000元/月,NULL,1室,1厅,1卫,随时入住,NULL,需提前预约,高楼层,6层,无,NULL,民水,民电,有,集中供暖
TJ2313725043395534848,天津,开发区,第三大街,蓬仁园,18㎡,合租,南,800元/月,季付价,4室,1厅,2卫,随时入住,1年,随时可看,7,9层,有,免费使用,民水,民电,有,集中供暖
TJ2278180011570118656,天津,开发区,第三大街,朗月轩,65㎡,整租,南,2200元/月,季付价,1室,1厅,1卫,随时入住,1年以内,需提前预约,高楼层,32层,有,NULL,民水,民电,有,集中供暖
TJ2273814465227538432,天津,河西,陈塘庄,中海寰宇天下,19㎡,合租,北,1180元/月,月付价,2室,1厅,1卫,随时入住,1年,随时可看,8,19层,有,NULL,民水,民电,无,NULL
TJ2292656013981261824,天津,海河教育园区,咸水沽,龙湖天宸原著,125㎡,整租,南/北,1000元/月,NULL,3室,2厅,2卫,随时入住,1年以内,需提前预约,高楼层,3层,无,NULL,NULL,NULL,有,集中供暖
TJ2304083417744556032,天津,西青,中北镇,碧水家园E区,15㎡,合租,南,1000元/月,月付价,4室,1厅,1卫,随时入住,1个月以上,随时可看,5,10层,无,免费使用,民水,民电,有,集中供暖
TJ2198224428427649024,天津,武清,南湖,花样年家天下,70㎡,整租,西北,800元/月,NULL,2室,1厅,1卫,随时入住,NULL,需提前预约,中楼层,15层,有,NULL,民水,民电,有,集中供暖
TJ2278721993123561472,天津,南开,王顶堤,保山南里,16㎡,整租,南,850元/月,NULL,1室,NULL,NULL,随时入住,NULL,需提前预约,高楼层,3层,无,NULL,民水,民电,有,集中供暖
TJ2265167862199230464,天津,河西,越秀路,恩德西里,41㎡,整租,南,1500元/月,NULL,1室,1厅,1卫,随时入住,NULL,需提前预约,低楼层,6层,无,NULL,民水,民电,有,集中供暖
TJ2299314103086759936,天津,滨海新区,大港,新兴西里,50㎡,整租,南/北,1000元/月,NULL,1室,2厅,1卫,随时入住,NULL,需提前预约,未知,4层,无,NULL,民水,民电,有,集中供暖
TJ2086672666856521728,天津,武清,下朱庄,龙吉园,96㎡,整租,南/北,1000元/月,NULL,2室,1厅,1卫,随时入住,NULL,需提前预约,低楼层,7层,有,NULL,民水,民电,有,集中供暖
TJ2297694579719684096,天津,和平,新兴街,融创星美御,21㎡,合租,南,1960元/月,月付价,5室,1厅,2卫,随时入住,1年,随时可看,21,32层,有,NULL,民水,民电,有,NULL
TJ2226754760550391808,天津,滨海新区,大港,五方里,45㎡,整租,南/北,900元/月,NULL,2室,1厅,1卫,随时入住,NULL,需提前预约,高楼层,4层,无,NULL,民水,民电,有,集中供暖
TJ2301372041934413824,天津,河东,上杭路,芳馨园,15㎡,合租,南,1000元/月,月付价,3室,1厅,1卫,随时入住,1年,随时可看,5,7层,无,NULL,民水,民电,有,集中供暖
TJ2290530641336606720,天津,津南,小站镇,津门熙湖,130㎡,整租,南/北,700元/月,NULL,3室,2厅,2卫,随时入住,NULL,需提前预约,中楼层,7层,无,NULL,民水,民电,有,集中供暖
TJ2312756851525025792,天津,红桥,铃铛阁,康华里,16㎡,合租,南,1050元/月,月付价,2室,1厅,1卫,随时入住,10个月,随时可看,3,6层,无,免费使用,民水,民电,有,集中供暖
TJ2179375373395951616,天津,滨海新区,大港,福居园,86㎡,整租,南,800元/月,NULL,2室,1厅,1卫,随时入住,NULL,需提前预约,高楼层,17层,无,NULL,NULL,NULL,有,集中供暖
TJ2310221455264325632,天津,西青,李七庄,国风星苑,8㎡,合租,东,930元/月,季付价,3室,1厅,1卫,随时入住,1年,随时可看,4,6层,NULL,NULL,NULL,NULL,NULL,NULL
TJ2278282463551954944,天津,河西,越秀路,健强里,15㎡,整租,东,1000元/月,NULL,1室,NULL,NULL,随时入住,NULL,需提前预约,低楼层,5层,无,NULL,民水,民电,有,集中供暖
TJ2309956846389305344,天津,南开,鼓楼街,艺术公寓,22㎡,合租,南,1200元/月,月付价,4室,1厅,1卫,随时入住,1~12个月,随时可看,12,32层,有,免费使用,民水,民电,有,集中供暖
TJ2230182986576568320,天津,静海,静海,圣水湖畔,138㎡,整租,南/北,500元/月,NULL,3室,2厅,2卫,随时入住,NULL,需提前预约,中楼层,18层,有,NULL,民水,民电,有,集中供暖
TJ2313763622872432640,天津,北辰,北仓镇,盛庭丽景,8㎡,合租,北,930元/月,季付价,4室,1厅,2卫,随时入住,1年,随时可看,20,22层,有,NULL,民水,民电,有,NULL
TJ2312087763593199616,天津,西青,中北镇,溪景苑,16㎡,合租,南,1000元/月,月付价,4室,1厅,1卫,随时入住,1个月以上,随时可看,6,6层,无,NULL,民水,民电,有,NULL
TJ2281204921023856640,天津,开发区,第五大街,万通新城国际,63㎡,整租,南,2400元/月,NULL,1室,1厅,1卫,随时入住,NULL,需提前预约,低楼层,33层,有,NULL,民水,民电,有,集中供暖
TJ2275069486262386688,天津,南开,向阳路,怡园里,12㎡,合租,南,900元/月,月付价,5室,2厅,1卫,随时入住,1~12个月,随时可看,6,7层,无,NULL,民水,民电,有,NULL
TJ2102586634083516416,天津,武清,武清其它,雍鑫红星华府,106㎡,整租,南,1000元/月,NULL,3室,2厅,1卫,随时入住,NULL,需提前预约,高楼层,7层,无,NULL,民水,民电,有,集中供暖
TJ2310176414906982400,天津,和平,新兴街,新宜里,17㎡,合租,南,1150元/月,季付价,4室,1厅,1卫,随时入住,6~12个月,随时可看,3,6层,无,免费使用,民水,民电,有,集中供暖
TJ2258401561485524992,天津,和平,新兴街,朝阳里,20㎡,整租,北,1100元/月,NULL,1室,NULL,1卫,随时入住,NULL,需提前预约,低楼层,5层,无,NULL,民水,民电,有,集中供暖
